name,nbar,maxChar,aspectRatio,bandwidth,rotation,orientation
2300_2,7,4,1.5,0.6,0,1
2301_1,7,11,1,0.5,0,1
2301_2,7,11,0.75,0.9,-90,0
2302_1,20,5,1.25,1,0,1
2302_2,20,5,0.5,0.4,0,1
2303_1,24,3,1.5,1,-90,0
2303_2,24,3,1.5,0.3,-90,0
2304_1,11,13,2,0.5,-45,0
2304_2,11,13,2,1,-90,0
2306_1,16,6,1,0.4,0,1
2306_2,16,6,1.75,0.6,-90,0
2307_1,16,13,1,0.8,0,1
2307_2,16,13,0.75,0.9,-90,0
2308_1,19,10,1,0.5,0,1
2308_2,19,10,1,0.7,0,1
2309_1,15,14,1.75,1,0,1
2309_2,15,14,0.5,0.6,0,1
2310_1,18,7,0.75,0.4,0,1
2310_2,18,7,1,0.6,-90,0
2311_1,18,5,1.25,0.8,0,1
2311_2,18,5,0.5,0.5,0,1
2312_1,5,10,1.75,1,0,1
2312_2,5,10,1.5,0.3,0,1
2314_1,20,12,1,0.4,-90,0
2314_2,20,12,1,0.3,-90,0
2315_1,8,6,1.25,0.7,0,1
2315_2,8,6,1,1,0,1
2316_1,21,12,1.75,0.5,0,1
2316_2,21,12,1.25,0.5,-45,0
2317_1,6,3,0.75,1,0,1
2317_2,6,3,1,1,0,1
2318_1,11,12,0.5,0.4,0,1
2318_2,11,12,1,0.7,-45,0
2320_1,22,3,1.25,1,-45,0
2320_2,22,3,1.5,0.9,0,1
2321_1,22,9,2,0.7,-45,0
2321_2,22,9,1.25,0.7,0,1
2322_1,23,7,2,1,0,1
2322_2,23,7,0.75,0.8,0,1
2324_1,5,4,0.75,0.7,0,0
2324_2,5,4,0.75,0.7,-90,0
2325_1,24,3,0.5,0.8,-45,0
2325_2,24,3,0.5,0.8,-90,0
2326_1,19,6,0.75,0.3,0,1
2326_2,19,6,0.75,0.5,-90,0
2330_1,9,4,0.5,1,-90,0
2330_2,9,4,1.75,0.5,-90,0
2331_1,17,5,1.5,0.7,0,0
2331_2,17,5,1.25,0.6,-90,0
2332_1,10,8,1.5,1,0,1
2332_2,10,8,1,0.9,0,1
2333_1,9,5,2,0.3,0,1
2333_2,9,5,1,1,0,1
2334_1,18,10,1.25,0.3,0,1
2334_2,18,10,0.75,1,0,1
2336_1,14,7,1,0.8,-90,0
2336_2,14,7,0.75,0.3,-90,0
2337_1,15,4,1,0.6,0,1
2337_2,15,4,1.75,0.9,0,1
2339_1,23,5,1,0.8,0,1
2339_2,23,5,0.5,1,0,1
2340_1,8,11,1,0.6,-45,0
2340_2,8,11,1.5,0.9,-45,0
2341_1,24,14,1.5,0.3,-45,0
2341_2,24,14,0.5,0.9,-90,0
2345_1,22,12,0.5,0.4,-45,0
2345_2,22,12,0.75,0.5,0,1
2346_1,14,6,0.5,0.3,0,1
2346_2,14,6,0.5,0.6,0,1
2347_1,12,10,0.5,0.9,0,1
2347_2,12,10,0.5,0.6,-45,0
2348_1,10,14,1.5,0.9,0,1
2348_2,10,14,1,0.7,0,1
2350_1,23,9,1.25,0.6,0,1
2350_2,23,9,0.75,0.3,0,1
2351_1,21,8,2,0.8,0,1
2351_2,21,8,1,0.6,0,1
2352_1,19,5,0.5,0.9,-90,0
2352_2,19,5,0.5,0.7,0,1
2353_1,15,6,1.25,0.5,0,1
2353_2,15,6,1.5,1,-90,0
2354_1,12,10,0.5,0.3,0,1
2354_2,12,10,0.5,0.4,0,1
2356_1,10,5,0.5,0.8,0,1
2356_2,10,5,1.25,0.7,0,0
2358_1,7,13,1.75,1,0,1
2358_2,7,13,0.5,0.3,-90,0
2359_1,15,6,1.5,1,0,0
2359_2,15,6,0.5,0.8,-90,0
2360_1,10,3,2,0.4,-45,0
2360_2,10,3,0.75,0.7,0,1
2361_1,17,9,1.25,0.8,-90,0
2361_2,17,9,1.25,0.9,0,1
2364_1,10,8,1,0.7,0,1
2364_2,10,8,0.5,0.9,-45,0
2365_1,24,4,1,0.6,0,1
2365_2,24,4,1.75,0.6,0,0
2366_1,13,12,1.75,1,-45,0
2366_2,13,12,1.25,1,0,1
2367_1,6,6,1.5,0.9,-90,0
2367_2,6,6,0.5,0.5,0,1
2368_1,22,7,0.75,0.9,0,1
2368_2,22,7,2,0.8,0,1
2369_1,8,8,1.25,0.8,0,0
2369_2,8,8,2,0.7,0,1
2371_1,12,14,1.25,0.8,0,1
2371_2,12,14,1.5,0.3,-90,0
2372_1,18,9,1.25,0.5,-90,0
2372_2,18,9,1.75,0.6,0,1
2375_1,6,6,1,1,0,1
2375_2,6,6,1.75,0.4,0,1
2376_1,16,5,0.5,0.8,0,1
2376_2,16,5,1,0.5,0,1
2377_1,19,9,0.75,0.7,-45,0
2377_2,19,9,1.75,0.3,0,1
2379_1,18,12,1,0.5,-90,0
2379_2,18,12,1.25,0.4,0,1
2380_1,21,5,0.75,0.4,0,1
2380_2,21,5,0.75,0.5,-90,0
2381_1,11,8,1,0.4,0,1
2381_2,11,8,1.25,0.7,-45,0
2382_1,18,12,0.75,0.4,-45,0
2382_2,18,12,0.5,0.4,0,1
2384_1,24,10,0.5,0.9,0,1
2384_2,24,10,1,0.6,0,1
2385_1,10,3,1,1,0,0
2385_2,10,3,1.25,0.7,0,1
2386_1,24,13,0.5,0.5,0,1
2386_2,24,13,1.75,1,0,1
2387_1,22,13,1.75,1,0,1
2387_2,22,13,2,0.7,0,1
2388_1,8,7,2,0.6,-45,0
2388_2,8,7,0.5,0.3,-45,0
2389_1,25,14,1.5,0.7,-45,0
2389_2,25,14,0.75,0.4,0,1
2391_1,22,9,2,0.3,0,1
2391_2,22,9,1.25,0.8,-90,0
2392_1,16,10,0.5,0.5,0,1
2392_2,16,10,1.25,0.9,-90,0
2394_1,19,12,0.75,0.8,-90,0
2394_2,19,12,0.5,0.8,0,1
2395_1,12,3,0.5,1,-90,0
2395_2,12,3,1,0.6,0,1
2396_1,8,9,1.5,0.7,-45,0
2396_2,8,9,0.5,0.7,-90,0
2397_1,6,8,0.75,1,-45,0
2397_2,6,8,0.75,0.3,0,1
2398_1,14,13,0.5,0.5,-90,0
2398_2,14,13,1.75,0.4,0,1
2399_1,11,5,0.75,0.9,0,1
2399_2,11,5,0.75,0.7,-90,0
2400_1,18,11,1.75,0.6,-90,0
2400_2,18,11,1.5,0.8,0,1
2401_1,9,9,0.5,0.3,-90,0
2401_2,9,9,1.75,0.7,0,1
2402_1,6,11,0.75,0.3,-90,0
2402_2,6,11,0.75,0.5,0,1
2403_1,25,9,2,0.3,-90,0
2403_2,25,9,0.5,0.9,0,1
2405_1,6,7,1,0.7,0,0
2405_2,6,7,2,0.7,0,1
2406_1,9,9,2,0.3,0,1
2406_2,9,9,1.25,0.4,0,1
2407_1,5,8,1.5,0.5,-45,0
2407_2,5,8,0.75,0.8,-90,0
2408_1,5,5,1.75,0.6,0,1
2408_2,5,5,1.5,0.8,0,1
2412_1,9,7,0.5,0.7,0,1
2412_2,9,7,1.25,0.8,0,1
2413_1,13,3,2,0.9,-90,0
2413_2,13,3,2,0.5,0,1
2414_1,16,12,1.25,0.7,0,1
2414_2,16,12,1,0.9,0,1
2415_1,25,7,1.25,0.4,-45,0
2415_2,25,7,1,0.8,0,1
2416_1,21,12,1.5,0.3,0,1
2416_2,21,12,1,0.4,0,1
2417_1,10,9,1.5,0.3,0,1
2417_2,10,9,2,0.8,0,1
2418_1,23,8,1.25,0.7,0,1
2418_2,23,8,1,0.4,0,1
2419_1,5,7,2,0.7,0,1
2419_2,5,7,1.25,0.5,0,1
2420_1,8,13,1.5,0.8,0,1
2420_2,8,13,1,1,-90,0
2422_1,22,8,0.5,0.3,0,1
2422_2,22,8,1.5,0.7,-90,0
2423_1,8,7,2,0.3,0,1
2423_2,8,7,1.5,0.7,0,1
2424_1,7,10,0.75,0.8,0,1
2424_2,7,10,0.75,0.9,0,1
2425_1,25,4,1.5,0.7,0,1
2425_2,25,4,1.75,0.5,0,0
2426_1,12,11,0.75,0.6,0,1
2426_2,12,11,0.75,0.3,0,1
2428_1,13,12,0.5,0.3,0,1
2428_2,13,12,0.5,0.4,0,1
2429_1,18,5,1.75,0.6,0,1
2429_2,18,5,1.25,0.9,0,1
2430_1,9,11,2,0.7,-45,0
2430_2,9,11,1.5,0.3,0,1
2431_1,12,8,2,0.8,-90,0
2431_2,12,8,1.5,0.5,0,1
2432_1,11,8,2,0.6,0,1
2432_2,11,8,1.5,0.4,0,1
2433_1,17,10,1,0.7,-45,0
2433_2,17,10,2,0.9,0,1
2434_1,7,7,2,0.3,-45,0
2434_2,7,7,1,1,0,1
2435_1,19,6,1.5,0.3,0,1
2435_2,19,6,2,1,0,0
2436_1,24,9,0.5,0.8,0,1
2436_2,24,9,2,0.8,0,1
2437_1,21,3,0.75,0.9,0,1
2437_2,21,3,1.5,0.8,0,0
2439_1,6,13,1.75,0.9,-90,0
2439_2,6,13,1.5,0.4,-90,0
2440_1,11,4,2,0.5,0,0
2440_2,11,4,0.75,0.4,0,0
2442_1,10,3,2,0.5,0,1
2442_2,10,3,1.75,0.4,0,0
2443_1,13,5,1,0.4,0,1
2443_2,13,5,2,0.5,0,1
2445_1,14,11,1.75,0.6,0,1
2445_2,14,11,0.75,0.3,-45,0
2446_1,13,5,2,0.9,-45,0
2446_2,13,5,1.75,0.8,-90,0
2447_1,14,6,1.75,0.6,0,1
2447_2,14,6,1.25,0.9,0,1
2449_1,8,9,0.5,0.8,0,1
2449_2,8,9,0.75,0.7,0,1
2450_1,8,9,0.75,0.7,-45,0
2450_2,8,9,1.75,0.6,-90,0
2451_1,11,13,1,0.7,0,1
2451_2,11,13,1.5,0.6,-90,0
2452_1,5,8,1,0.9,-45,0
2452_2,5,8,1,0.8,0,1
2453_1,12,4,1.75,0.7,0,1
2453_2,12,4,1.5,0.7,0,1
2454_1,11,13,0.5,0.6,-45,0
2454_2,11,13,1,0.9,-90,0
2455_1,14,11,2,0.6,0,1
2455_2,14,11,1.75,0.3,-90,0
2456_1,9,3,2,0.3,0,1
2456_2,9,3,2,1,0,1
2457_1,20,14,0.75,0.5,0,1
2457_2,20,14,1.75,0.8,-45,0
2459_1,11,7,1,0.4,0,1
2459_2,11,7,1,0.8,0,1
2460_1,20,11,0.75,1,0,1
2460_2,20,11,1.5,0.6,-90,0
2461_1,9,3,1.75,0.8,0,1
2461_2,9,3,2,0.7,-90,0
2462_1,19,11,1.75,0.9,0,1
2462_2,19,11,1,0.7,0,1
2464_1,8,4,1,0.4,0,1
2464_2,8,4,1,0.4,-45,0
2465_1,25,8,1,0.9,0,1
2465_2,25,8,0.5,1,-45,0
2466_1,16,3,2,0.3,-45,0
2466_2,16,3,2,0.7,-45,0
2468_1,17,5,1.25,0.3,-45,0
2468_2,17,5,1.75,0.3,0,1
2469_1,6,10,1,0.3,-90,0
2469_2,6,10,1.25,0.8,0,1
2470_1,8,12,1.75,1,0,1
2470_2,8,12,0.75,0.6,0,1
2471_1,15,5,0.75,0.3,0,1
2471_2,15,5,1.5,1,0,1
2472_1,15,6,1,0.7,-90,0
2472_2,15,6,0.75,0.7,-90,0
2474_1,22,3,2,0.7,0,0
2474_2,22,3,0.5,0.6,-45,0
2475_1,15,9,0.5,0.5,0,1
2475_2,15,9,1,0.3,0,1
2476_1,12,12,1.25,1,-45,0
2476_2,12,12,0.5,0.9,-45,0
2478_1,18,13,2,0.8,-45,0
2478_2,18,13,2,0.4,0,1
2479_1,11,12,1.5,0.9,-45,0
2479_2,11,12,1.75,1,-45,0
2480_1,7,12,1.25,0.9,0,1
2480_2,7,12,1.25,1,0,1
2481_1,7,11,1,0.3,-90,0
2481_2,7,11,1.25,0.6,-90,0
2482_1,12,9,0.5,0.4,-90,0
2482_2,12,9,1.75,0.4,0,1
2483_1,22,4,1,0.6,0,1
2483_2,22,4,1.5,0.4,0,0
2484_1,6,7,2,0.6,-45,0
2484_2,6,7,1.25,0.3,0,1
2485_1,21,3,0.5,0.7,-90,0
2485_2,21,3,1.5,0.7,0,1
2486_1,14,11,0.75,0.8,0,1
2486_2,14,11,1.75,0.3,0,1
2487_1,13,5,1,0.3,0,0
2487_2,13,5,1.5,0.5,0,0
2489_1,12,11,2,0.5,0,1
2489_2,12,11,1.25,0.6,-45,0
2490_1,19,11,1.5,0.8,0,1
2490_2,19,11,1,0.4,0,1
2492_1,19,7,0.5,0.8,0,1
2492_2,19,7,1.25,0.9,-45,0
2493_1,9,14,2,0.4,0,0
2493_2,9,14,1.75,0.8,0,1
2495_1,16,11,0.5,1,0,1
2495_2,16,11,0.75,0.7,0,1
2496_1,25,10,1,0.3,-90,0
2496_2,25,10,1,0.6,0,1
2497_1,21,3,0.75,0.6,0,1
2497_2,21,3,0.5,0.9,-90,0
2498_1,10,14,0.75,0.7,0,1
2498_2,10,14,0.5,0.4,0,1
2500_1,18,6,1.25,0.5,-90,0
2500_2,18,6,2,0.7,0,1
2501_1,11,13,0.5,1,-90,0
2501_2,11,13,0.75,0.9,-90,0
2502_1,10,12,0.5,0.7,0,1
2502_2,10,12,1.5,0.4,0,1
2503_1,15,6,1.75,0.4,0,1
2503_2,15,6,1.5,1,0,1
2504_1,14,6,1.5,0.7,0,1
2504_2,14,6,1.75,1,0,1
2505_1,18,5,1.5,0.8,-45,0
2505_2,18,5,0.5,0.3,-45,0
2506_1,5,13,2,0.6,-45,0
2506_2,5,13,0.5,0.4,-45,0
2507_1,22,4,1.5,1,-45,0
2507_2,22,4,0.5,0.3,0,1
2508_1,19,4,1.5,0.6,0,1
2508_2,19,4,1.25,1,-90,0
2509_1,21,5,1.5,0.3,-90,0
2509_2,21,5,1.75,0.5,-90,0
2510_1,20,4,0.75,0.9,0,1
2510_2,20,4,1.5,1,0,1
2512_1,23,3,1,0.7,0,1
2512_2,23,3,1,0.9,-45,0
2513_1,14,4,1.25,0.3,0,1
2513_2,14,4,0.75,0.4,-90,0
2514_1,14,8,0.75,0.4,-45,0
2514_2,14,8,1.5,0.7,0,1
2515_1,20,9,0.75,1,0,1
2515_2,20,9,0.5,0.3,-45,0
2516_1,17,13,2,0.8,-90,0
2516_2,17,13,1,0.7,0,1
2517_1,5,5,0.75,0.4,0,0
2517_2,5,5,2,0.9,0,0
2518_1,14,12,0.75,0.7,0,1
2518_2,14,12,1,1,-45,0
2519_1,19,4,1.5,0.7,0,1
2519_2,19,4,1.75,0.7,0,1
2520_1,22,4,1,0.6,-90,0
2520_2,22,4,0.75,0.8,-90,0
2521_1,7,3,2,0.8,0,1
2521_2,7,3,1.5,0.6,0,1
2522_1,19,7,1.75,0.5,-90,0
2522_2,19,7,1.75,0.7,0,1
2523_1,8,4,1.25,1,0,1
2523_2,8,4,0.5,0.3,0,1
2525_1,19,6,2,0.6,-90,0
2525_2,19,6,0.75,0.7,-45,0
2527_1,6,9,1.5,0.7,-45,0
2527_2,6,9,1,0.4,0,1
2528_1,23,14,0.5,0.9,-90,0
2528_2,23,14,0.5,0.4,-90,0
2529_1,24,10,1.25,0.4,0,1
2529_2,24,10,1.25,0.7,0,1
2530_1,13,4,2,0.5,0,1
2530_2,13,4,1.5,0.9,0,1
2531_1,13,7,0.75,0.3,0,1
2531_2,13,7,1,0.6,-45,0
2532_1,19,4,1.75,0.9,-45,0
2532_2,19,4,1.5,1,-90,0
2533_1,17,10,2,0.6,-45,0
2533_2,17,10,1.5,0.3,-45,0
2534_1,18,9,1,0.7,-45,0
2534_2,18,9,0.5,0.4,0,1
2536_1,18,13,1.5,0.7,0,1
2536_2,18,13,1.5,0.5,0,1
2537_1,21,6,1,0.4,0,1
2537_2,21,6,1.25,0.8,0,1
2538_1,20,3,0.5,0.5,0,1
2538_2,20,3,2,0.8,0,1
2540_1,6,11,2,0.4,-45,0
2540_2,6,11,1.25,0.7,-90,0
2541_1,18,6,1,0.9,0,1
2541_2,18,6,1.5,0.4,-90,0
2542_1,13,7,1,0.6,0,1
2542_2,13,7,0.5,0.7,0,1
2543_1,20,14,1,0.9,0,1
2543_2,20,14,2,0.6,-45,0
2544_1,11,10,1.75,0.6,-90,0
2544_2,11,10,0.75,0.5,-45,0
2545_1,7,9,1,0.6,0,1
2545_2,7,9,0.5,0.5,0,1
2547_1,8,5,1.75,0.4,0,1
2547_2,8,5,0.75,0.7,0,0
2549_1,16,4,0.75,0.4,0,1
2549_2,16,4,1.75,0.3,-45,0
2550_1,25,5,0.5,0.7,0,1
2550_2,25,5,1.75,0.4,-45,0
2551_1,25,10,1.25,1,-45,0
2551_2,25,10,1.5,0.4,0,1
2552_1,19,12,1.75,0.7,0,1
2552_2,19,12,1.25,0.6,0,1
2553_1,24,7,0.75,0.9,0,1
2553_2,24,7,0.5,0.9,-90,0
2554_1,7,9,1,0.9,-45,0
2554_2,7,9,2,0.7,0,1
2555_1,10,8,1.25,0.9,0,0
2555_2,10,8,1,0.6,0,1
2556_1,10,12,1.75,0.8,0,1
2556_2,10,12,2,0.3,0,0
2557_1,11,11,1.25,0.7,-45,0
2557_2,11,11,1.25,0.8,0,1
2558_1,7,6,0.5,1,0,1
2558_2,7,6,2,0.7,0,1
2559_1,22,9,1.5,1,-90,0
2559_2,22,9,1.5,0.4,0,1
2561_1,7,10,1.75,0.7,-90,0
2561_2,7,10,0.75,0.9,0,1
2562_1,19,9,0.75,1,0,1
2562_2,19,9,1,0.3,-90,0
2563_1,24,3,1.75,0.4,0,1
2563_2,24,3,0.75,1,0,1
2564_1,22,4,1.5,1,-45,0
2564_2,22,4,1.75,0.9,-45,0
2565_1,20,11,2,0.6,-45,0
2565_2,20,11,1.5,0.5,-45,0
2566_1,11,12,0.5,0.9,-45,0
2566_2,11,12,1.5,0.3,0,1
2567_1,10,3,1.25,0.5,0,1
2567_2,10,3,1,0.9,0,0
2568_1,7,13,1.5,0.4,-45,0
2568_2,7,13,1,0.6,0,1
2569_1,20,5,0.5,1,-45,0
2569_2,20,5,1.5,0.8,-90,0
2572_1,8,3,1.75,0.8,0,1
2572_2,8,3,0.75,0.3,0,1
2573_1,20,8,2,0.5,0,1
2573_2,20,8,2,0.9,0,1
2574_1,8,13,2,1,0,1
2574_2,8,13,1.75,0.8,0,1
2576_1,11,10,1.25,1,0,1
2576_2,11,10,1.75,0.5,0,1
2579_1,8,8,0.75,0.3,0,1
2579_2,8,8,0.5,0.9,0,1
2580_1,23,5,1.75,0.7,-90,0
2580_2,23,5,2,0.4,0,1
2581_1,5,5,0.75,0.5,-90,0
2581_2,5,5,0.5,0.7,0,1
2582_1,9,3,1,0.8,-45,0
2582_2,9,3,1.75,0.6,0,1
2583_1,18,7,0.75,0.8,0,1
2583_2,18,7,0.5,0.5,-90,0
2586_1,22,14,1.75,0.4,0,1
2586_2,22,14,0.5,0.8,-45,0
2587_1,17,6,2,0.5,0,1
2587_2,17,6,0.75,0.8,0,1
2588_1,21,10,1.75,0.6,-45,0
2588_2,21,10,1.5,1,-45,0
2589_1,7,11,1,0.5,-45,0
2589_2,7,11,0.5,0.3,0,1
2590_1,21,12,2,0.4,-90,0
2590_2,21,12,1.75,0.6,-90,0
2591_1,13,6,1.5,0.8,-90,0
2591_2,13,6,1.75,0.9,0,0
2592_1,25,6,0.5,0.9,0,1
2592_2,25,6,1.5,0.9,-45,0
2593_1,6,10,0.5,0.9,0,1
2593_2,6,10,0.5,0.7,0,1
2594_1,17,13,1.25,0.7,-45,0
2594_2,17,13,0.5,0.9,0,1
2596_1,10,3,0.5,0.9,0,1
2596_2,10,3,1.25,0.9,0,0
2597_1,14,14,1.75,0.5,0,1
2597_2,14,14,1.75,0.5,-90,0
2598_1,14,6,0.5,0.4,0,1
2598_2,14,6,0.5,1,0,1
2599_1,11,13,0.5,0.4,-45,0
2599_2,11,13,1.25,0.7,0,1
2600_1,16,3,1.75,0.9,0,1
2600_2,16,3,2,0.9,-45,0
2601_1,8,13,1.75,0.6,0,1
2601_2,8,13,1.75,0.3,0,1
2603_1,25,3,1,0.6,-45,0
2603_2,25,3,1.5,0.4,0,0
2604_1,9,8,1.5,0.8,-45,0
2604_2,9,8,1.5,0.5,0,1
2605_1,18,13,0.5,0.3,-90,0
2605_2,18,13,2,0.5,0,1
2606_1,16,11,0.5,0.6,-90,0
2606_2,16,11,0.5,0.6,0,1
2608_1,9,7,1.5,0.9,0,0
2608_2,9,7,1.25,1,0,0
2609_1,20,7,1.25,0.3,-90,0
2609_2,20,7,1.5,0.3,-90,0
2611_1,7,5,1.5,0.9,0,1
2611_2,7,5,1.5,0.7,-45,0
2612_1,14,10,1.5,0.4,0,1
2612_2,14,10,0.5,0.8,0,1
2613_1,21,12,0.5,0.6,-90,0
2613_2,21,12,1.75,0.5,-90,0
2614_1,11,11,1.25,0.8,-90,0
2614_2,11,11,2,0.9,-45,0
2615_1,13,7,2,0.5,-45,0
2615_2,13,7,1.5,0.3,0,0
2616_1,12,4,1.5,0.9,0,1
2616_2,12,4,1.5,0.4,-45,0
2617_1,7,6,1.25,0.6,-45,0
2617_2,7,6,1.75,0.9,-45,0
2619_1,12,4,1.25,0.8,0,1
2619_2,12,4,1.75,0.5,0,1
2621_1,5,3,0.75,0.7,0,0
2621_2,5,3,0.5,1,0,1
2622_1,14,4,0.75,1,-90,0
2622_2,14,4,1.25,1,0,1
2624_1,24,3,1.5,0.9,0,0
2624_2,24,3,1.75,0.7,0,1
2626_1,14,14,0.5,0.4,0,1
2626_2,14,14,0.75,0.4,-45,0
2627_1,10,6,2,0.6,0,1
2627_2,10,6,1.5,0.7,0,1
2628_1,6,6,2,0.8,0,1
2628_2,6,6,0.5,0.9,0,1
2629_1,14,4,0.5,0.6,-90,0
2629_2,14,4,1.25,0.6,0,0
2630_1,5,9,0.75,0.5,0,1
2630_2,5,9,1,0.8,0,1
2631_1,13,11,2,0.8,0,1
2631_2,13,11,1.25,0.9,0,1
2632_1,16,6,1.75,0.5,0,1
2632_2,16,6,1.25,0.6,-45,0
2633_1,6,6,1.5,0.5,0,1
2633_2,6,6,2,0.7,0,1
2636_1,16,5,1.5,0.7,0,1
2636_2,16,5,1.5,0.9,-90,0
2637_1,14,9,0.75,0.3,0,1
2637_2,14,9,1.5,1,-45,0
2638_1,16,5,1.5,0.6,0,1
2638_2,16,5,1.5,0.5,0,1
2639_1,23,9,2,0.5,-90,0
2639_2,23,9,1.75,0.4,0,1
2640_1,11,9,1.5,0.5,0,0
2640_2,11,9,1,0.7,-45,0
2641_1,9,3,0.5,0.9,-90,0
2641_2,9,3,1.5,0.7,-45,0
2642_1,6,14,1.75,0.9,0,1
2642_2,6,14,1,1,0,1
2643_1,20,9,0.75,0.4,-45,0
2643_2,20,9,2,0.4,-45,0
2644_1,22,7,0.75,0.9,-90,0
2644_2,22,7,1.25,0.9,0,1
2645_1,22,8,1.5,0.3,0,1
2645_2,22,8,0.75,0.5,0,1
2646_1,11,11,0.75,0.5,0,1
2646_2,11,11,2,0.8,0,0
2647_1,24,5,0.75,0.7,-90,0
2647_2,24,5,0.5,0.6,0,1
2648_1,25,5,0.75,0.5,0,1
2648_2,25,5,2,1,0,1
2649_1,11,8,0.75,0.5,0,1
2649_2,11,8,1,0.5,0,1
2650_1,21,5,1.75,0.5,0,1
2650_2,21,5,1.75,1,0,1
2651_1,24,7,0.5,0.9,-90,0
2651_2,24,7,0.75,0.8,0,1
2652_1,11,14,1.5,1,0,1
2652_2,11,14,1.5,0.7,0,1
2653_1,7,5,1.5,0.4,0,0
2653_2,7,5,1.75,0.5,0,1
2654_1,23,8,1.5,0.9,0,1
2654_2,23,8,2,1,-90,0
2655_1,18,11,1.25,0.5,0,1
2655_2,18,11,0.75,0.3,-90,0
2656_1,14,13,1.5,0.4,0,1
2656_2,14,13,1.5,0.3,0,1
2657_1,7,12,1,0.6,-45,0
2657_2,7,12,1,0.8,0,1
2658_1,16,8,1.75,0.6,-45,0
2658_2,16,8,0.5,0.8,0,1
2659_1,15,4,1.5,1,-45,0
2659_2,15,4,0.75,0.6,0,1
2661_1,5,9,1.5,0.6,-45,0
2661_2,5,9,1.25,0.8,0,0
2662_1,5,9,1,1,0,1
2662_2,5,9,1.75,0.5,-45,0
2664_1,5,10,1,0.4,-90,0
2664_2,5,10,1.5,1,-90,0
2665_1,22,12,0.5,0.3,0,1
2665_2,22,12,1,0.9,0,1
2666_1,8,14,2,0.7,0,1
2666_2,8,14,2,0.6,-90,0
2668_1,5,4,1.5,0.8,0,0
2668_2,5,4,2,0.3,-90,0
2669_1,18,3,1.25,0.5,-90,0
2669_2,18,3,2,0.6,0,1
2670_1,6,3,1.75,0.4,-45,0
2670_2,6,3,1.25,0.6,0,0
2672_1,24,13,1.25,0.5,0,1
2672_2,24,13,1.25,0.5,0,1
2673_1,5,3,1.75,0.8,0,0
2673_2,5,3,0.5,0.6,-90,0
2676_1,14,13,0.5,0.5,0,1
2676_2,14,13,0.5,0.8,-45,0
2677_1,15,5,0.75,0.5,0,1
2677_2,15,5,0.75,1,-45,0
2678_1,13,9,1.25,1,0,1
2678_2,13,9,2,0.5,0,0
2679_1,8,6,2,0.8,0,1
2679_2,8,6,2,1,0,1
2680_1,16,12,2,0.6,0,1
2680_2,16,12,2,0.6,0,1
2681_1,12,4,0.75,0.7,0,1
2681_2,12,4,1.25,0.5,0,1
2682_1,9,7,1,0.4,0,0
2682_2,9,7,1.75,0.3,-90,0
2683_1,16,14,1.25,0.3,-90,0
2683_2,16,14,0.5,0.3,-45,0
2684_1,5,14,1.75,0.7,-90,0
2684_2,5,14,2,0.5,-45,0
2685_1,10,13,0.75,0.6,-90,0
2685_2,10,13,1.75,0.6,0,1
2686_1,8,9,1.25,0.9,-90,0
2686_2,8,9,1.5,1,-45,0
2687_1,9,6,1.25,0.6,-90,0
2687_2,9,6,1.5,1,-45,0
2688_1,10,11,0.75,0.9,0,1
2688_2,10,11,1,0.4,0,1
2689_1,19,11,1.25,0.3,0,1
2689_2,19,11,1.5,0.3,0,1
2691_1,21,13,1,0.7,0,1
2691_2,21,13,0.5,0.3,-45,0
2693_1,19,13,0.75,0.9,-45,0
2693_2,19,13,0.5,0.5,-90,0
2694_1,17,12,1.75,1,-90,0
2694_2,17,12,1,0.3,0,1
2695_1,20,5,1,0.7,0,1
2695_2,20,5,0.75,0.9,0,1
2696_1,8,10,1.25,1,0,1
2696_2,8,10,1,0.3,0,1
2699_1,12,10,1.25,0.8,0,1
2699_2,12,10,1.75,0.5,0,1
2700_1,15,13,0.75,1,0,1
2700_2,15,13,1.75,0.3,0,1
2703_1,17,13,0.75,0.5,0,1
2703_2,17,13,1,0.6,0,1
2704_1,17,3,2,0.6,0,1
2704_2,17,3,2,0.9,-45,0
2705_1,23,5,1.75,0.7,-90,0
2705_2,23,5,1.75,0.4,0,1
2706_1,23,9,1.75,0.6,0,1
2706_2,23,9,1,0.7,0,1
2709_1,10,12,2,1,0,1
2709_2,10,12,0.75,0.3,-45,0
2710_1,6,14,1.75,0.4,0,1
2710_2,6,14,2,0.4,-90,0
2711_1,12,12,1.5,0.8,0,1
2711_2,12,12,1.75,0.9,0,1
2712_1,16,6,1.75,0.3,0,0
2712_2,16,6,1.75,0.5,0,0
2713_1,23,10,0.5,0.8,-90,0
2713_2,23,10,1,0.9,0,1
2715_1,6,6,1.75,0.6,0,1
2715_2,6,6,1,0.6,0,1
2716_1,19,10,1.75,0.6,0,1
2716_2,19,10,1.5,0.5,-90,0
2717_1,15,7,1.25,0.3,-90,0
2717_2,15,7,1.5,0.6,0,1
2721_1,20,12,1.75,0.5,0,1
2721_2,20,12,0.75,0.6,-45,0
2722_1,10,9,0.5,0.4,0,1
2722_2,10,9,1,1,-45,0
2723_1,21,9,1.75,0.9,-90,0
2723_2,21,9,2,0.4,-90,0
2724_1,9,11,1.25,0.3,-45,0
2724_2,9,11,1.25,1,-45,0
2725_1,13,7,1.5,0.8,-45,0
2725_2,13,7,1,0.8,0,1
