idx,name,nbar,width,bandwidth
2814,1599_2,24,300,0.95
2815,1599_1,24,300,0.8
2816,1600_1,23,900,1
2817,1600_2,23,300,0.85
2818,1601_1,19,1000,0.7
2819,1601_2,19,300,0.85
2820,1602_1,26,500,0.8
2821,1602_2,26,300,0.6
2822,1603_1,7,700,0.8
2823,1603_2,7,300,0.85
2824,1604_2,22,500,0.8
2825,1604_1,22,300,0.65
2826,1605_2,11,300,0.7
2827,1605_1,11,1000,0.9
2828,1606_1,5,600,1
2829,1606_2,5,600,0.6
2830,1607_1,19,900,0.75
2831,1607_2,19,300,0.9
2832,1608_1,16,800,0.7
2833,1608_2,16,1000,0.75
2834,1609_2,9,1100,0.75
2835,1609_1,9,600,0.8
2836,1610_1,23,700,0.65
2837,1610_2,23,1100,0.6
2838,1611_1,7,500,0.85
2839,1611_2,7,400,0.9
2840,1612_1,23,400,0.95
2841,1612_2,23,700,0.9
2842,1613_2,11,900,0.7
2843,1613_1,11,400,0.85
2844,1614_1,21,1000,0.65
2845,1614_2,21,500,1
2846,1615_2,14,600,0.6
2847,1615_1,14,300,0.9
2848,1616_1,25,800,0.6
2849,1616_2,25,600,1
2850,1617_2,14,700,0.75
2851,1617_1,14,600,0.85
2852,1618_1,22,1000,0.95
2853,1618_2,22,700,0.7
2854,1619_2,8,500,0.65
2855,1619_1,8,400,0.65
2856,1620_2,14,800,0.85
2857,1620_1,14,600,0.85
2858,1621_1,20,900,0.7
2859,1621_2,20,1100,0.6
2860,1622_1,7,500,0.75
2861,1622_2,7,500,0.6
2862,1623_1,7,900,0.7
2863,1623_2,7,400,0.75
2864,1624_2,19,1100,0.9
2865,1624_1,19,1000,0.75
2866,1625_1,15,300,0.95
2867,1625_2,15,800,0.8
2868,1626_1,25,800,0.9
2869,1626_2,25,1000,0.7
2870,1627_2,13,1100,0.6
2871,1627_1,13,600,0.65
2872,1628_1,23,300,1
2873,1628_2,23,900,0.9
2874,1629_2,21,700,0.6
2875,1629_1,21,600,0.75
2876,1630_2,19,400,0.85
2877,1630_1,19,900,0.75
2878,1631_1,20,700,1
2879,1631_2,20,700,0.9
2880,1632_1,20,600,0.7
2881,1632_2,20,500,0.95
2882,1633_2,5,1100,0.95
2883,1633_1,5,1000,0.65
2884,1634_2,23,600,0.65
2885,1634_1,23,1100,0.85
2886,1635_1,25,800,0.7
2887,1635_2,25,1100,0.6
2888,1636_1,23,400,0.75
2889,1636_2,23,500,0.8
2890,1637_1,14,400,0.75
2891,1637_2,14,1100,0.95
2892,1638_1,12,600,0.75
2893,1638_2,12,400,0.8
2894,1639_2,17,300,0.8
2895,1639_1,17,1000,0.65
2896,1640_1,20,1100,0.7
2897,1640_2,20,500,0.65
2898,1641_2,8,700,0.95
2899,1641_1,8,300,0.8
2900,1642_2,10,500,0.8
2901,1642_1,10,400,0.85
2902,1643_1,18,800,0.7
2903,1643_2,18,400,0.95
2904,1644_2,11,1100,0.8
2905,1644_1,11,500,0.6
2906,1645_1,19,700,0.65
2907,1645_2,19,600,0.75
2908,1646_2,19,1100,0.6
2909,1646_1,19,600,0.8
2910,1647_2,13,600,1
2911,1647_1,13,300,1
2912,1648_1,11,300,0.85
2913,1648_2,11,1000,0.95
2914,1649_2,27,600,0.9
2915,1649_1,27,600,0.8
2916,1650_1,9,500,1
2917,1650_2,9,800,0.6
2918,1651_2,7,1000,0.95
2919,1651_1,7,500,1
2920,1652_2,15,600,0.95
2921,1652_1,15,800,0.9
2922,1653_2,26,800,0.7
2923,1653_1,26,700,1
2924,1654_1,18,900,0.6
2925,1654_2,18,500,0.85
2926,1655_2,13,1100,0.7
2927,1655_1,13,900,0.65
2928,1656_2,10,1000,0.7
2929,1656_1,10,900,0.65
2930,1657_2,26,700,0.7
2931,1657_1,26,900,1
2932,1658_2,16,900,0.7
2933,1658_1,16,800,0.6
2934,1659_2,11,700,0.85
2935,1659_1,11,1000,0.8
2936,1660_1,12,800,0.9
2937,1660_2,12,300,0.95
2938,1661_2,17,900,0.65
2939,1661_1,17,800,1
2940,1662_2,21,700,0.6
2941,1662_1,21,300,0.9
2942,1663_1,9,800,0.65
2943,1663_2,9,600,0.9
2944,1664_1,19,900,0.95
2945,1664_2,19,600,0.85
2946,1665_1,22,500,0.7
2947,1665_2,22,1000,0.75
2948,1666_1,16,800,0.85
2949,1666_2,16,500,0.75
2950,1667_1,7,500,0.8
2951,1667_2,7,900,0.85
2952,1668_1,20,500,0.65
2953,1668_2,20,600,0.8
2954,1669_2,24,1100,0.85
2955,1669_1,24,1000,0.85
2956,1670_2,8,600,0.75
2957,1670_1,8,300,1
2958,1671_1,5,400,0.9
2959,1671_2,5,600,0.6
2960,1672_2,20,600,0.85
2961,1672_1,20,900,0.95
2962,1673_2,15,600,0.95
2963,1673_1,15,1100,1
2964,1674_1,17,300,0.75
2965,1674_2,17,1100,1
2966,1675_1,11,800,0.75
2967,1675_2,11,700,0.75
2968,1676_1,24,900,0.75
2969,1676_2,24,500,1
2970,1677_2,15,500,0.75
2971,1677_1,15,400,0.6
2972,1678_1,19,500,0.65
2973,1678_2,19,300,0.8
2974,1679_1,9,900,0.95
2975,1679_2,9,1000,1
2976,1680_2,9,1100,0.6
2977,1680_1,9,1100,0.9
2978,1681_2,18,800,0.9
2979,1681_1,18,700,0.65
2980,1682_2,23,1100,0.9
2981,1682_1,23,1000,0.75
2982,1683_2,15,800,0.9
2983,1683_1,15,900,0.7
2984,1684_2,24,500,0.95
2985,1684_1,24,900,0.65
2986,1685_2,9,1000,0.8
2987,1685_1,9,1100,0.85
2988,1686_2,17,500,0.7
2989,1686_1,17,800,0.95
2990,1687_2,5,1000,0.65
2991,1687_1,5,1100,0.6
2992,1688_1,16,700,0.95
2993,1688_2,16,900,0.85
2994,1689_2,10,500,0.95
2995,1689_1,10,500,0.65
2996,1690_1,18,600,0.95
2997,1690_2,18,700,0.9
2998,1691_2,12,400,0.75
2999,1691_1,12,800,0.65
3000,1692_1,13,400,0.9
3001,1692_2,13,400,1
3002,1693_2,14,1000,1
3003,1693_1,14,500,0.65
3004,1694_1,18,300,1
3005,1694_2,18,700,0.75
3006,1695_1,20,600,0.75
3007,1695_2,20,300,0.8
3008,1696_2,7,800,0.9
3009,1696_1,7,1000,0.9
3010,1697_2,26,500,0.95
3011,1697_1,26,300,1
3012,1698_2,6,300,0.85
3013,1698_1,6,300,0.7
3014,1699_1,23,700,0.6
3015,1699_2,23,800,0.85
3016,1700_1,6,1100,1
3017,1700_2,6,500,0.95
3018,1701_2,7,600,0.9
3019,1701_1,7,300,0.95
3020,1702_1,17,1000,0.75
3021,1702_2,17,1000,0.65
3022,1703_2,5,1000,0.85
3023,1703_1,5,700,0.6
3024,1704_1,15,300,0.85
3025,1704_2,15,800,0.9
3026,1705_1,18,700,0.85
3027,1705_2,18,300,0.65
3028,1706_1,18,400,0.65
3029,1706_2,18,800,1
3030,1707_1,10,600,0.75
3031,1707_2,10,500,0.9
3032,1708_2,5,400,0.65
3033,1708_1,5,1100,0.8
3034,1709_2,8,300,1
3035,1709_1,8,1000,1
3036,1710_2,9,600,0.7
3037,1710_1,9,1000,0.85
3038,1711_1,16,1100,0.7
3039,1711_2,16,700,0.6
3040,1712_2,25,900,0.8
3041,1712_1,25,900,0.8
3042,1713_2,9,700,0.8
3043,1713_1,9,400,0.9
3044,1714_2,22,1000,0.75
3045,1714_1,22,700,0.75
3046,1715_2,25,300,0.7
3047,1715_1,25,900,0.8
3048,1716_2,13,1000,0.65
3049,1716_1,13,1000,0.95
3050,1717_1,21,300,0.75
3051,1717_2,21,500,0.75
3052,1718_1,23,300,1
3053,1718_2,23,300,0.6
3054,1719_1,14,1000,0.95
3055,1719_2,14,300,0.75
3056,1720_2,20,1000,0.7
3057,1720_1,20,1000,0.9
3058,1721_1,5,500,0.85
3059,1721_2,5,700,0.8
3060,1722_1,13,1000,0.7
3061,1722_2,13,1100,0.6
3062,1723_1,25,600,0.6
3063,1723_2,25,700,0.6
3064,1724_1,20,300,0.6
3065,1724_2,20,600,0.6
3066,1725_1,12,1000,0.95
3067,1725_2,12,300,0.85
3068,1726_1,6,700,0.75
3069,1726_2,6,1000,0.9
3070,1727_1,17,900,1
3071,1727_2,17,400,0.9
3072,1728_2,8,1100,0.6
3073,1728_1,8,500,0.8
3074,1729_2,7,1100,0.65
3075,1729_1,7,800,0.65
3076,1730_1,17,800,0.95
3077,1730_2,17,300,0.65
3078,1731_2,19,900,0.9
3079,1731_1,19,1000,0.85
3080,1732_1,9,300,0.75
3081,1732_2,9,1000,0.8
3082,1733_1,24,800,0.65
3083,1733_2,24,700,0.85
3084,1734_1,20,400,0.65
3085,1734_2,20,900,0.95
3086,1735_1,22,600,0.9
3087,1735_2,22,1000,1
3088,1736_1,17,900,0.65
3089,1736_2,17,900,0.9
3090,1737_2,15,500,0.95
3091,1737_1,15,900,1
3092,1738_2,10,500,0.85
3093,1738_1,10,900,0.6
3094,1739_2,22,900,0.6
3095,1739_1,22,500,0.9
3096,1740_2,11,700,0.85
3097,1740_1,11,300,1
3098,1741_2,19,600,0.8
3099,1741_1,19,700,1
3100,1742_1,12,1000,0.7
3101,1742_2,12,1000,0.75
3102,1743_1,22,400,0.9
3103,1743_2,22,1000,0.95
3104,1744_2,7,500,0.95
3105,1744_1,7,1000,0.75
3106,1745_2,11,300,0.65
3107,1745_1,11,900,0.85
3108,1746_1,15,700,0.65
3109,1746_2,15,300,0.7
3110,1747_2,6,500,0.95
3111,1747_1,6,300,0.75
3112,1748_2,13,300,0.6
3113,1748_1,13,900,0.6
3114,1749_2,19,700,0.95
3115,1749_1,19,800,0.9
3116,1750_1,18,300,0.65
3117,1750_2,18,400,0.85
3118,1751_2,14,600,0.6
3119,1751_1,14,800,0.65
3120,1752_2,10,800,0.6
3121,1752_1,10,700,0.65
3122,1753_1,19,500,0.8
3123,1753_2,19,600,0.7
3124,1754_2,13,400,0.7
3125,1754_1,13,1100,1
3126,1755_1,5,700,0.95
3127,1755_2,5,900,0.65
3128,1756_2,25,600,0.95
3129,1756_1,25,600,0.85
3130,1757_2,24,700,0.85
3131,1757_1,24,1100,0.85
3132,1758_2,9,900,0.85
3133,1758_1,9,900,0.95
3134,1759_2,19,900,0.9
3135,1759_1,19,600,0.85
3136,1760_2,16,600,0.95
3137,1760_1,16,400,0.75
3138,1761_1,12,700,0.6
3139,1761_2,12,1100,0.75
3140,1762_1,22,800,0.9
3141,1762_2,22,400,0.65
3142,1763_2,19,700,0.9
3143,1763_1,19,300,0.6
3144,1764_2,22,600,0.9
3145,1764_1,22,800,0.75
3146,1765_2,25,300,0.8
3147,1765_1,25,800,0.85
3148,1766_2,25,300,1
3149,1766_1,25,400,0.65
3150,1767_1,25,800,0.65
3151,1767_2,25,300,1
3152,1768_1,8,400,0.65
3153,1768_2,8,300,0.65
3154,1769_2,11,1100,0.8
3155,1769_1,11,1000,0.95
3156,1770_2,19,300,0.9
3157,1770_1,19,400,0.6
3158,1771_2,14,700,0.75
3159,1771_1,14,1000,0.65
3160,1772_2,6,800,0.75
3161,1772_1,6,500,0.8
3162,1773_2,5,700,0.85
3163,1773_1,5,400,0.65
3164,1774_1,7,300,0.8
3165,1774_2,7,400,0.9
3166,1775_1,8,300,0.8
3167,1775_2,8,500,0.75
3168,1776_2,14,600,0.9
3169,1776_1,14,1100,0.85
3170,1777_2,23,400,0.95
3171,1777_1,23,500,0.7
3172,1778_2,20,600,0.75
3173,1778_1,20,800,0.75
3174,1779_1,17,500,0.95
3175,1779_2,17,600,0.85
3176,1780_1,6,1100,0.95
3177,1780_2,6,300,0.6
3178,1781_2,14,600,0.7
3179,1781_1,14,500,0.95
3180,1782_1,23,500,0.9
3181,1782_2,23,800,0.6
3182,1783_2,4,800,0.75
3183,1783_1,4,800,0.65
3184,1784_2,24,300,0.65
3185,1784_1,24,1100,0.7
3186,1785_1,20,1000,0.75
3187,1785_2,20,300,0.65
3188,1786_2,8,500,0.75
3189,1786_1,8,800,1
3190,1787_1,15,600,0.6
3191,1787_2,15,400,0.9
3192,1788_2,10,800,0.75
3193,1788_1,10,1100,0.65
3194,1789_1,6,400,0.8
3195,1789_2,6,400,0.65
3196,1790_1,5,800,0.9
3197,1790_2,5,1100,0.65
3198,1791_1,10,1000,0.65
3199,1791_2,10,1000,0.75
3200,1792_2,22,1100,0.6
3201,1792_1,22,900,1
3202,1793_1,24,900,0.95
3203,1793_2,24,300,0.65
3204,1794_2,16,700,0.65
3205,1794_1,16,1100,0.9
3206,1795_1,21,400,0.85
3207,1795_2,21,300,0.65
3208,1796_1,9,900,0.75
3209,1796_2,9,900,0.95
3210,1797_2,26,800,0.85
3211,1797_1,26,600,0.85
3212,1798_2,14,500,0.9
3213,1798_1,14,800,0.95
3214,1799_2,23,700,0.6
3215,1799_1,23,500,0.6
3216,1800_1,17,1100,0.8
3217,1800_2,17,300,1
3218,1801_1,20,400,0.75
3219,1801_2,20,1000,0.7
3220,1802_2,22,600,0.95
3221,1802_1,22,1100,0.65
3222,1803_1,17,800,0.85
3223,1803_2,17,1100,0.95
3224,1804_2,20,700,0.85
3225,1804_1,20,400,0.75
3226,1805_2,19,800,0.85
3227,1805_1,19,500,0.7
3228,1806_1,20,1100,1
3229,1806_2,20,1000,0.75
3230,1807_1,9,500,0.85
3231,1807_2,9,500,0.95
3232,1808_1,14,1000,0.7
3233,1808_2,14,500,0.7
3234,1809_2,26,500,0.95
3235,1809_1,26,600,0.65
3236,1810_1,9,400,0.6
3237,1810_2,9,500,0.75
3238,1811_1,21,1000,0.9
3239,1811_2,21,500,0.7
3240,1812_1,8,300,0.85
3241,1812_2,8,500,1
3242,1813_1,9,300,0.7
3243,1813_2,9,600,0.75
3244,1814_1,19,1100,0.7
3245,1814_2,19,600,0.6
3246,1815_1,17,700,0.65
3247,1815_2,17,600,0.7
3248,1816_2,21,1000,0.7
3249,1816_1,21,300,0.85
3250,1817_2,21,300,0.65
3251,1817_1,21,900,0.75
3252,1818_1,21,400,0.6
3253,1818_2,21,1000,0.95
3254,1819_1,9,900,1
3255,1819_2,9,700,0.8
3256,1820_2,11,400,0.6
3257,1820_1,11,1100,0.65
3258,1821_1,20,500,0.75
3259,1821_2,20,900,0.9
3260,1822_1,21,800,0.65
3261,1822_2,21,1100,0.6
3262,1823_1,13,700,1
3263,1823_2,13,1100,0.6
3264,1824_1,28,400,0.85
3265,1824_2,28,900,0.8
3266,1825_1,5,500,0.7
3267,1825_2,5,900,0.75
3268,1826_2,16,400,0.95
3269,1826_1,16,400,0.65
3270,1827_2,13,400,0.65
3271,1827_1,13,500,0.8
3272,1828_1,11,900,0.7
3273,1828_2,11,500,0.85
3274,1829_2,12,1100,0.9
3275,1829_1,12,500,0.7
3276,1830_1,24,700,0.6
3277,1830_2,24,1000,0.9
3278,1831_1,18,400,0.8
3279,1831_2,18,400,0.75
3280,1832_2,21,900,0.85
3281,1832_1,21,700,0.85
3282,1833_2,7,700,0.9
3283,1833_1,7,1100,0.7
3284,1834_2,13,300,1
3285,1834_1,13,800,0.65
3286,1835_1,24,400,0.65
3287,1835_2,24,600,0.8
3288,1836_1,10,600,0.6
3289,1836_2,10,400,0.95
3290,1837_2,10,400,0.9
3291,1837_1,10,900,0.85
3292,1838_1,20,1100,0.7
3293,1838_2,20,800,0.75
3294,1839_2,9,700,0.8
3295,1839_1,9,400,1
3296,1840_2,25,900,0.6
3297,1840_1,25,400,0.9
3298,1841_1,13,300,0.6
3299,1841_2,13,900,0.65
3300,1842_2,26,400,0.6
3301,1842_1,26,500,0.6
3302,1843_2,12,400,0.85
3303,1843_1,12,1000,0.8
3304,1844_1,25,500,0.65
3305,1844_2,25,1100,0.9
3306,1845_1,12,1000,0.8
3307,1845_2,12,500,0.75
3308,1846_1,18,600,0.7
3309,1846_2,18,400,0.6
3310,1847_1,20,900,0.6
3311,1847_2,20,700,0.95
3312,1848_2,9,1000,0.9
3313,1848_1,9,400,0.85
3314,1849_2,24,1100,0.9
3315,1849_1,24,400,1
3316,1850_2,26,1000,0.9
3317,1850_1,26,1100,0.85
3318,1851_2,27,700,1
3319,1851_1,27,1100,0.65
3320,1852_1,6,500,0.65
3321,1852_2,6,700,0.9
3322,1853_1,8,500,0.7
3323,1853_2,8,800,0.95
3324,1854_1,14,900,0.85
3325,1854_2,14,1100,0.9
3326,1855_2,7,600,1
3327,1855_1,7,1000,0.8
3328,1856_1,7,1000,0.95
3329,1856_2,7,500,0.75
3330,1857_2,25,900,0.9
3331,1857_1,25,800,1
3332,1858_1,20,400,0.9
3333,1858_2,20,300,0.65
3334,1859_2,11,300,0.9
3335,1859_1,11,900,0.75
3336,1860_1,24,500,0.95
3337,1860_2,24,1000,0.9
3338,1861_2,5,500,0.95
3339,1861_1,5,700,0.7
3340,1862_1,4,700,1
3341,1862_2,4,300,0.7
3342,1863_2,9,800,0.6
3343,1863_1,9,1100,0.6
3344,1864_1,27,800,0.75
3345,1864_2,27,300,0.75
3346,1865_1,26,500,0.65
3347,1865_2,26,400,0.75
3348,1866_1,9,300,0.95
3349,1866_2,9,700,0.6
3350,1867_1,10,900,0.9
3351,1867_2,10,1100,0.7
3352,1868_2,13,700,0.6
3353,1868_1,13,500,0.8
3354,1869_1,15,300,0.95
3355,1869_2,15,300,1
3356,1870_2,19,1100,0.85
3357,1870_1,19,400,1
3358,1871_1,25,800,0.8
3359,1871_2,25,1100,0.65
3360,1872_2,25,1000,0.95
3361,1872_1,25,800,0.7
3362,1873_2,17,1100,0.7
3363,1873_1,17,700,0.95
3364,1874_1,14,800,1
3365,1874_2,14,300,0.65
3366,1875_2,25,600,0.85
3367,1875_1,25,900,0.8
3368,1876_2,8,1000,0.6
3369,1876_1,8,500,1
3370,1877_2,26,600,0.8
3371,1877_1,26,1000,1
3372,1878_2,20,700,0.95
3373,1878_1,20,500,0.85
3374,1879_2,15,400,0.65
3375,1879_1,15,500,0.95
3376,1880_2,23,1000,0.9
3377,1880_1,23,400,0.7
3378,1881_2,14,600,0.9
3379,1881_1,14,700,0.75
3380,1882_2,19,300,0.65
3381,1882_1,19,500,0.75
3382,1883_2,8,600,0.65
3383,1883_1,8,600,0.9
3384,1884_1,13,700,0.75
3385,1884_2,13,800,0.95
3386,1885_1,26,700,0.9
3387,1885_2,26,300,0.6
3388,1886_1,13,600,0.8
3389,1886_2,13,1100,0.7
3390,1887_2,19,500,0.7
3391,1887_1,19,1000,1
3392,1888_2,21,1100,0.65
3393,1888_1,21,1100,0.65
3394,1889_2,17,700,0.8
3395,1889_1,17,300,0.6
3396,1890_2,12,700,0.6
3397,1890_1,12,600,0.9
3398,1891_1,10,1100,0.8
3399,1891_2,10,500,0.8
3400,1892_1,22,900,1
3401,1892_2,22,800,0.8
3402,1893_1,18,300,0.7
3403,1893_2,18,600,0.8
3404,1894_2,25,400,1
3405,1894_1,25,800,0.9
3406,1895_1,7,500,0.95
3407,1895_2,7,1000,0.7
3408,1896_1,7,900,1
3409,1896_2,7,1100,0.65
3410,1897_2,24,900,0.75
3411,1897_1,24,300,0.6
3412,1898_2,26,800,0.85
3413,1898_1,26,700,0.95
3414,1899_2,8,900,0.85
3415,1899_1,8,1100,0.75
3416,1900_1,16,700,0.6
3417,1900_2,16,300,0.95
3418,1901_2,24,600,0.65
3419,1901_1,24,600,0.8
3420,1902_2,19,700,0.65
3421,1902_1,19,1000,0.75
3422,1903_1,8,700,0.9
3423,1903_2,8,300,0.65
3424,1904_2,25,800,0.9
3425,1904_1,25,700,0.95
3426,1905_2,13,1100,0.95
3427,1905_1,13,800,0.85
3428,1906_2,7,800,0.75
3429,1906_1,7,1100,0.9
3430,1907_2,24,300,0.6
3431,1907_1,24,900,0.85
3432,1908_2,13,400,0.8
3433,1908_1,13,500,0.7
3434,1909_2,4,300,0.7
3435,1909_1,4,600,0.85
3436,1910_1,19,1100,1
3437,1910_2,19,300,0.65
3438,1911_1,17,300,0.75
3439,1911_2,17,700,0.7
3440,1912_1,14,500,0.7
3441,1912_2,14,800,0.65
3442,1913_2,16,1100,0.65
3443,1913_1,16,900,0.6
3444,1914_2,11,400,1
3445,1914_1,11,700,1
3446,1915_1,18,1100,0.75
3447,1915_2,18,900,1
3448,1916_2,14,900,0.8
3449,1916_1,14,300,0.95
3450,1917_1,8,1000,0.65
3451,1917_2,8,900,1
3452,1918_1,18,600,0.95
3453,1918_2,18,600,0.95
3454,1919_1,27,800,0.95
3455,1919_2,27,1100,0.65
3456,1920_2,6,300,0.7
3457,1920_1,6,700,0.7
3458,1921_2,6,900,0.6
3459,1921_1,6,800,0.75
3460,1922_2,21,1100,0.75
3461,1922_1,21,700,0.6
3462,1923_1,11,700,0.7
3463,1923_2,11,600,1
3464,1924_1,22,800,1
3465,1924_2,22,700,1
3466,1925_1,17,700,0.9
3467,1925_2,17,1100,0.95
3468,1926_1,16,900,0.85
3469,1926_2,16,1100,0.95
3470,1927_2,13,300,1
3471,1927_1,13,800,0.65
3472,1928_2,6,600,0.95
3473,1928_1,6,800,1
3474,1929_2,24,1100,0.8
3475,1929_1,24,1000,0.95
3476,1930_2,14,900,0.7
3477,1930_1,14,1100,0.95
3478,1931_1,20,500,0.95
3479,1931_2,20,800,0.8
3480,1932_1,17,500,0.8
3481,1932_2,17,400,0.95
3482,1933_2,13,700,0.7
3483,1933_1,13,700,0.75
3484,1934_1,8,1100,0.7
3485,1934_2,8,900,0.75
3486,1935_1,17,600,0.75
3487,1935_2,17,700,0.75
3488,1936_2,5,300,1
3489,1936_1,5,900,0.95
3490,1937_2,20,900,0.9
3491,1937_1,20,700,0.85
3492,1938_1,17,400,0.95
3493,1938_2,17,1100,0.65
3494,1939_2,24,800,0.9
3495,1939_1,24,500,0.65
3496,1940_1,26,600,0.9
3497,1940_2,26,1000,0.7
3498,1941_2,5,400,0.9
3499,1941_1,5,800,0.6
3500,1942_1,7,800,0.95
3501,1942_2,7,1000,0.9
3502,1943_2,13,700,0.8
3503,1943_1,13,900,0.8
3504,1944_2,8,1000,0.7
3505,1944_1,8,700,0.75
3506,1945_1,25,1000,0.85
3507,1945_2,25,1100,0.75
3508,1946_2,15,300,0.8
3509,1946_1,15,1100,0.9
3510,1947_2,11,900,0.9
3511,1947_1,11,700,0.9
3512,1948_2,21,1100,1
3513,1948_1,21,500,0.7
3514,1949_2,27,800,1
3515,1949_1,27,500,0.9
3516,1950_2,27,700,0.85
3517,1950_1,27,1100,0.75
3518,1951_2,17,600,0.95
3519,1951_1,17,600,0.8
3520,1952_2,6,700,0.7
3521,1952_1,6,600,0.9
3522,1953_1,23,600,0.75
3523,1953_2,23,700,0.95
3524,1954_2,9,600,0.6
3525,1954_1,9,1000,0.8
3526,1955_1,8,300,0.8
3527,1955_2,8,700,0.9
3528,1956_2,16,400,0.7
3529,1956_1,16,1100,0.75
3530,1957_1,17,900,0.9
3531,1957_2,17,900,1
3532,1958_2,7,500,0.9
3533,1958_1,7,700,1
3534,1959_1,26,400,0.65
3535,1959_2,26,600,0.9
3536,1960_1,15,500,0.75
3537,1960_2,15,800,1
3538,1961_1,10,1000,1
3539,1961_2,10,800,1
3540,1962_1,11,1100,0.9
3541,1962_2,11,900,0.7
3542,1963_2,18,400,0.95
3543,1963_1,18,300,0.9
3544,1964_1,14,900,0.85
3545,1964_2,14,1100,0.75
3546,1965_2,11,800,1
3547,1965_1,11,1100,0.7
3548,1966_1,25,500,0.8
3549,1966_2,25,300,0.95
3550,1967_2,15,900,0.8
3551,1967_1,15,1100,0.6
3552,1968_1,7,600,0.7
3553,1968_2,7,1100,0.65
3554,1969_2,14,600,0.75
3555,1969_1,14,1000,0.7
3556,1970_1,21,700,0.9
3557,1970_2,21,500,0.6
3558,1971_1,5,1000,0.6
3559,1971_2,5,1000,0.6
3560,1972_2,23,600,0.85
3561,1972_1,23,1000,0.65
3562,1973_2,10,700,1
3563,1973_1,10,900,0.6
3564,1974_2,10,300,0.6
3565,1974_1,10,600,0.75
3566,1975_2,10,600,0.65
3567,1975_1,10,1100,0.6
3568,1976_1,9,600,0.8
3569,1976_2,9,800,0.8
3570,1977_1,11,300,0.6
3571,1977_2,11,400,0.8
3572,1978_2,6,500,0.8
3573,1978_1,6,500,0.8
3574,1979_1,22,800,0.7
3575,1979_2,22,600,0.75
3576,1980_1,5,700,0.95
3577,1980_2,5,600,0.7
3578,1981_2,10,400,0.75
3579,1981_1,10,900,0.95
3580,1982_1,23,600,0.85
3581,1982_2,23,900,0.6
3582,1983_2,19,500,0.8
3583,1983_1,19,400,0.7
3584,1984_1,14,600,0.85
3585,1984_2,14,400,0.7
3586,1985_1,15,1100,0.6
3587,1985_2,15,1100,0.65
3588,1986_1,5,700,0.9
3589,1986_2,5,600,0.75
3590,1987_1,6,700,0.6
3591,1987_2,6,700,0.95
3592,1988_2,21,700,0.7
3593,1988_1,21,900,0.95
3594,1989_2,12,400,0.8
3595,1989_1,12,800,0.9
3596,1990_2,16,1000,0.9
3597,1990_1,16,1000,0.9
3598,1991_2,10,800,0.6
3599,1991_1,10,800,0.9
3600,1992_1,14,500,1
3601,1992_2,14,500,0.75
3602,1993_2,24,1000,0.65
3603,1993_1,24,400,0.75
3604,1994_1,14,800,0.6
3605,1994_2,14,700,0.9
3606,1995_2,5,600,0.9
3607,1995_1,5,300,0.8
3608,1996_1,24,1000,0.65
3609,1996_2,24,900,0.85
3610,1997_1,21,800,0.7
3611,1997_2,21,300,0.75
3612,1998_2,10,800,0.9
3613,1998_1,10,300,0.85
3614,1999_1,9,300,0.6
3615,1999_2,9,800,0.8
3616,2000_1,10,1000,0.9
3617,2000_2,10,400,0.75
3618,2001_1,11,900,0.65
3619,2001_2,11,300,0.75
3620,2002_1,20,1100,0.65
3621,2002_2,20,700,0.7
3622,2003_2,23,1100,1
3623,2003_1,23,1000,0.6
3624,2004_2,16,700,0.65
3625,2004_1,16,500,0.95
3626,2005_1,20,1000,0.85
3627,2005_2,20,1000,0.75
3628,2006_1,11,400,0.85
3629,2006_2,11,1000,0.7
3630,2007_1,6,1000,0.8
3631,2007_2,6,700,0.95
3632,2008_2,22,900,0.9
3633,2008_1,22,1100,1
3634,2009_1,20,400,0.8
3635,2009_2,20,900,0.6
3636,2010_2,28,500,0.8
3637,2010_1,28,1100,0.75
3638,2011_2,22,800,0.65
3639,2011_1,22,900,0.7
3640,2012_1,8,800,0.95
3641,2012_2,8,300,0.65
3642,2013_2,14,400,0.65
3643,2013_1,14,1000,0.6
3644,2014_1,12,1000,0.6
3645,2014_2,12,500,0.65
3646,2015_1,24,800,0.65
3647,2015_2,24,400,0.8
3648,2016_1,15,800,0.6
3649,2016_2,15,800,1
3650,2017_1,8,400,0.75
3651,2017_2,8,300,0.95
3652,2018_1,18,900,0.7
3653,2018_2,18,700,0.6
3654,2019_2,6,1000,0.9
3655,2019_1,6,500,1
3656,2020_1,10,300,0.8
3657,2020_2,10,800,1
3658,2021_1,6,1100,1
3659,2021_2,6,900,0.8
3660,2022_2,17,800,0.9
3661,2022_1,17,500,0.6
3662,2023_2,13,400,1
3663,2023_1,13,1000,0.85
3664,2024_1,11,600,0.95
3665,2024_2,11,700,0.75
3666,2025_1,13,300,0.95
3667,2025_2,13,700,1
3668,2026_2,8,1100,0.85
3669,2026_1,8,1100,0.95
3670,2027_1,14,300,0.95
3671,2027_2,14,300,0.7
3672,2028_2,20,300,0.8
3673,2028_1,20,900,0.75
3674,2029_1,15,900,1
3675,2029_2,15,900,0.95
3676,2030_1,17,1000,0.95
3677,2030_2,17,500,0.9
3678,2031_2,8,900,0.95
3679,2031_1,8,400,0.95
3680,2032_1,21,800,0.8
3681,2032_2,21,1000,0.85
3682,2033_2,9,700,0.85
3683,2033_1,9,1100,0.85
3684,2034_1,29,1100,0.9
3685,2034_2,29,700,0.95
